FID,SAMPLINGFEATURENO,SAMPLINGFEATURENAME,SAMPLINGFEATURETYPE,SAMPLENO,SAMPLENAME,SAMPLETYPE,PROPERTY,REMANENTMAGNETISATION,UNITOFMEASURE,RESULTQUALIFIER,MAGNETISATIONUNCERTAINTY,UNCERTAINTYUOM,UNCERTAINTYTYPE,ANGULARUNCERTAINTY,ANGULARUNCERTAINTYUOM,ANGULARUNCERTAINTYTYPE,RAWINCLINATION,RAWINCLINATIONUOM,RAWDECLINATION,RAWDECLINATIONUOM,INCLINATION,INCLINATIONUOM,DECLINATION,DECLINATIONUOM,DEMAGFIELD,DEMAGFIELDUOM,DEMAGTEMPERATURE,DEMAGTEMPERATUREUOM,DEMAGPRESSURE,DEMAGPRESSUREUOM,STRATIGRAPHICUNITNAME,PROVINCENAME,MATERIALCLASS,LITHOLOGYGROUP,LITHOLOGY,SAMPLE_LONGITUDE,SAMPLE_LATITUDE,SAMPLE_ELEVATION,BOREHOLECOLLARLONGITUDE,BOREHOLECOLLARLATITUDE,BOREHOLECOLLARELEVATION,BOREHOLEINTERVALBEGIN_M,BOREHOLEINTERVALEND_M,SAMPLEAZIMUTH,SAMPLEPLUNGE,SAMPLEHADE,SAMPLINGDATE,LOCATIONACCURACY_M,LOCATIONMETHOD,SAMPLEORIGINATOR,SAMPLINGLOCATIONREMARK,PROCESSTYPE,METHOD,INSTRUMENT,ANALYSISDATETIME,ANALYSISORIGINATOR,ANALYSISLOCATIONREMARK,NUMERICALCONFIDENCE,METADATAQUALITY,SUMMARYCONFIDENCE,SOURCETYPE,SOURCE,RESULTID,GEOM,PROJECT
remanent_magnetisation.146075,520364,WJD 1,borehole,2153036,1978556,core diamond,remanent magnetisation,7.143038,milliampere per metre,single measurement - whole sample,,,unknown,,,,-5.36,degree,79.34,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,489.97,490.17,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146102,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.589368,milliampere per metre,single measurement - whole sample,,,unknown,,,,56.65,degree,197.27,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.145961,520364,WJD 1,borehole,2153032,1978552,core diamond,remanent magnetisation,23.41403,milliampere per metre,single measurement - whole sample,,,unknown,,,,-80.35,degree,96.49,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Tregolana Shale Member,,,siliciclastic sedimentary rock,shale,,,,136.966236,-31.065877,152,316.17,316.3,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146156,520364,WJD 1,borehole,2153038,1978558,core diamond,remanent magnetisation,0.856056,milliampere per metre,single measurement - whole sample,,,unknown,,,,-57.72,degree,136.74,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,568.22,568.39,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146071,520364,WJD 1,borehole,2153035,1978555,core diamond,remanent magnetisation,3.288158,milliampere per metre,single measurement - whole sample,,,unknown,,,,50.27,degree,336.87,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,438.49,438.63,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146092,520364,WJD 1,borehole,2153036,1978556,core diamond,remanent magnetisation,2.471378,milliampere per metre,single measurement - whole sample,,,unknown,,,,-11.95,degree,63.5,degree,,,,,700,millitesla,22,degree Celsius,1,atmosphere,Whyalla Sandstone,,,siliciclastic sedimentary rock,sandstone,,,,136.966236,-31.065877,152,489.97,490.17,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146162,520364,WJD 1,borehole,2153038,1978558,core diamond,remanent magnetisation,0.41565,milliampere per metre,single measurement - whole sample,,,unknown,,,,-80.41,degree,151.2,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,568.22,568.39,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146246,520364,WJD 1,borehole,2153041,1978561,core diamond,remanent magnetisation,1.146647,milliampere per metre,single measurement - whole sample,,,unknown,,,,30.69,degree,86.77,degree,,,,,700,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,689.74,689.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146320,520364,WJD 1,borehole,2153043,1978563,core diamond,remanent magnetisation,84.397129,milliampere per metre,single measurement - whole sample,,,unknown,,,,24.98,degree,251.91,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,798.07,798.29,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146334,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,186.960199,milliampere per metre,single measurement - whole sample,,,unknown,,,,5.38,degree,309.65,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146336,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,190.457711,milliampere per metre,single measurement - whole sample,,,unknown,,,,5.42,degree,310.47,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146136,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.459014,milliampere per metre,single measurement - whole sample,,,unknown,,,,14.39,degree,245.85,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146343,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,41.576344,milliampere per metre,single measurement - whole sample,,,unknown,,,,81.62,degree,114.73,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146339,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,44.126882,milliampere per metre,single measurement - whole sample,,,unknown,,,,77.7,degree,132.2,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146137,520364,WJD 1,borehole,2153037,1978557,core diamond,remanent magnetisation,0.343106,milliampere per metre,single measurement - whole sample,,,unknown,,,,-31.3,degree,213.75,degree,,,,,700,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,siliciclastic sedimentary rock,siltstone,,,,136.966236,-31.065877,152,535.31,535.49,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146202,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,1.096091,milliampere per metre,single measurement - whole sample,,,unknown,,,,59.53,degree,125.49,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146206,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.504527,milliampere per metre,single measurement - whole sample,,,unknown,,,,33.82,degree,79.04,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146375,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,7.865591,milliampere per metre,single measurement - whole sample,,,unknown,,,,12.14,degree,21.78,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146139,520364,WJD 1,borehole,2153038,1978558,core diamond,remanent magnetisation,0.627661,milliampere per metre,single measurement - whole sample,,,unknown,,,,-57.91,degree,83.42,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,568.22,568.39,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146346,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,88.2,milliampere per metre,single measurement - whole sample,,,unknown,,,,34.4,degree,279.44,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146344,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,42.868817,milliampere per metre,single measurement - whole sample,,,unknown,,,,80.82,degree,125.3,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146138,520364,WJD 1,borehole,2153038,1978558,core diamond,remanent magnetisation,0.712749,milliampere per metre,single measurement - whole sample,,,unknown,,,,-55.48,degree,91.95,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,568.22,568.39,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146345,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,87.978947,milliampere per metre,single measurement - whole sample,,,unknown,,,,32.91,degree,280.19,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146354,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,3.65027,milliampere per metre,single measurement - whole sample,,,unknown,,,,-13.03,degree,16.37,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146205,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.711852,milliampere per metre,single measurement - whole sample,,,unknown,,,,53.31,degree,58.53,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146338,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,191.855721,milliampere per metre,single measurement - whole sample,,,unknown,,,,4.89,degree,310.84,degree,,,,,200,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146335,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,200.557214,milliampere per metre,single measurement - whole sample,,,unknown,,,,5.37,degree,310.55,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146209,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.395263,milliampere per metre,single measurement - whole sample,,,unknown,,,,64.14,degree,22.76,degree,,,,,700,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146140,520364,WJD 1,borehole,2153038,1978558,core diamond,remanent magnetisation,0.533292,milliampere per metre,single measurement - whole sample,,,unknown,,,,-61.47,degree,84.14,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,568.22,568.39,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146362,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,6.088172,milliampere per metre,single measurement - whole sample,,,unknown,,,,-45.16,degree,312.25,degree,,,,,50,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146208,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.410613,milliampere per metre,single measurement - whole sample,,,unknown,,,,8.55,degree,151.01,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146357,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,3.242324,milliampere per metre,single measurement - whole sample,,,unknown,,,,-11.42,degree,13.73,degree,,,,,400,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146353,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,4.341892,milliampere per metre,single measurement - whole sample,,,unknown,,,,-12.06,degree,19.64,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146350,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,90.373684,milliampere per metre,single measurement - whole sample,,,unknown,,,,33.63,degree,281.75,degree,,,,,300,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146373,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,7.318817,milliampere per metre,single measurement - whole sample,,,unknown,,,,3.03,degree,25.61,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146212,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.958898,milliampere per metre,single measurement - whole sample,,,unknown,,,,53.77,degree,31.61,degree,,,,,100,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146351,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,6.895676,milliampere per metre,single measurement - whole sample,,,unknown,,,,-13.85,degree,44.29,degree,,,,,0,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146374,520364,WJD 1,borehole,2153045,1978565,core diamond,remanent magnetisation,7.894624,milliampere per metre,single measurement - whole sample,,,unknown,,,,7.22,degree,23.68,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Gawler Range Volcanics,Olympic Copper Gold Metallogenic Province,,igneous volcanic rock,igneous rock,,,,136.966236,-31.065877,152,833.53,833.71,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146217,520364,WJD 1,borehole,2153040,1978560,core diamond,remanent magnetisation,0.236763,milliampere per metre,single measurement - whole sample,,,unknown,,,,-33.35,degree,141.4,degree,,,,,500,millitesla,22,degree Celsius,1,atmosphere,Tapley Hill Formation,Mount Painter Block,,sedimentary rock,slate,,,,136.966236,-31.065877,152,628.74,628.88,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
remanent_magnetisation.146348,520364,WJD 1,borehole,2153044,1978564,core diamond,remanent magnetisation,85.636842,milliampere per metre,single measurement - whole sample,,,unknown,,,,33.69,degree,278.1,degree,,,,,150,millitesla,22,degree Celsius,1,atmosphere,Pandurra Formation,Cariewerloo Basin,,siliciclastic sedimentary rock,sedimentary rock,,,,136.966236,-31.065877,152,813,813.25,,,,,25,"published report, method unknown","Lewis, B.",,laboratory measurement,remanent magnetisation - high precision,2G cryogenic magnetometer - RSES Black Mountain,,"Roach, I.C.",RSES Black Mountain,high confidence,moderate quality,moderate-high confidence,organisation,Geoscience Australia,,POINT (136.966236 -31.065877),
